label,text
a painful emotion resulting from an awareness of inadequacy or guilt,"My brother came to see me and found me with a boy friend.  When my boyfriend greeted him, he did not answer and instead started shouting at me and scolding me in the prescence of my boyfriend."
a painful emotion resulting from an awareness of inadequacy or guilt,When I first had a sexual intercourse.
a painful emotion resulting from an awareness of inadequacy or guilt,I met a woman who was looking for our house. She stopped me but I ran away. When I arrived at home I found the same woman and she told my parents what had happened so I felt ashamed.
a painful emotion resulting from an awareness of inadequacy or guilt,"I had to prepare a report but I couldn't write it. I read from a book off-hand, I was quite uneasy and I felt I didn't manage."
a painful emotion resulting from an awareness of inadequacy or guilt,In primary school I once faltered while answering a question and the others started laughing.
a painful emotion resulting from an awareness of inadequacy or guilt,I forgot that the course instructor had directed us to go for special classes after the usual class hours.  I missed this the first day and when he asked me about it the next day I said that I had forgotten.
a painful emotion resulting from an awareness of inadequacy or guilt,[ No response.]
a painful emotion resulting from an awareness of inadequacy or guilt,[ No response.]
a painful emotion resulting from an awareness of inadequacy or guilt,When I overslept for the second time on the day I had an examination.
a painful emotion resulting from an awareness of inadequacy or guilt,I was ashamed to tell my mother that I fell down with a bicycle.
a painful emotion resulting from an awareness of inadequacy or guilt,"In an important situation for me, my father behaved inadequately."
a painful emotion resulting from an awareness of inadequacy or guilt,When my friend let my personal matters be publicaly known.
a painful emotion resulting from an awareness of inadequacy or guilt,"When my natural parents name would show up on papers and not my, what I call real name."
a painful emotion resulting from an awareness of inadequacy or guilt,I confused a girl with another.
a painful emotion resulting from an awareness of inadequacy or guilt,When I considered writing a load of crap for this emotion.
a painful emotion resulting from an awareness of inadequacy or guilt,Felt I had not appreciated my parents enough. Regretted the problems I'd caused.
a painful emotion resulting from an awareness of inadequacy or guilt,At school - being whipped by the teacher in front of the class.
a painful emotion resulting from an awareness of inadequacy or guilt,"Recently, I left my bag in the car of someone who picked me up while hitch-hiking. I spent some effort to find out where he lived (I succeeded)."
a painful emotion resulting from an awareness of inadequacy or guilt,After a big fight with my parents.
a painful emotion resulting from an awareness of inadequacy or guilt,During a lecture six students (including me) were asked to leave the class as we had not prepared for the lesson.  I felt ashamed and angry.
a painful emotion resulting from an awareness of inadequacy or guilt,My elder brother and I have not always had a good relationship and I feel ashamed of myself as I do not call him to talk to him nowadays.
a painful emotion resulting from an awareness of inadequacy or guilt,When a certain drunk man slapped my buttocks when I was quietly standing waiting for a bus.
a painful emotion resulting from an awareness of inadequacy or guilt,"Put down by my father - at a family outing at mutual family friends dinner. Told \Not to Speak\"". The attitude by him was á|negative/I was in mid 20s, I had done many things - a wide range á|of experiences. Probably greater than he."""
